timestamp,key
1747434597.2982824,space_press
1747434597.3721192,space_release
1747434599.353296,space_press
1747434599.4517915,space_release
1747434600.6837323,space_press
1747434601.1289573,space_release
1747434602.8518186,ctrl_l_press
1747434603.3698738,'\x03'_press
1747434603.4674852,\x03_release
1747434603.5314245,ctrl_l_release
1747434606.388101,ctrl_l_press
1747434606.6297672,'\x03'_press
1747434606.7405763,\x03_release
1747434607.3648472,ctrl_l_release
1747434608.2321932,ctrl_l_press
1747434608.3836403,'\x04'_press
1747434608.466666,\x04_release
1747434608.527425,ctrl_l_release
1747434609.6894867,ctrl_l_press
1747434609.8601015,'\x03'_press
1747434609.9605846,\x03_release
1747434610.3168387,ctrl_l_release
1747434612.8337321,ctrl_l_press
1747434613.001091,'\x03'_press
1747434613.1003904,\x03_release
1747434613.1204684,ctrl_l_release
1747434615.5733185,ctrl_l_press
1747434615.992702,'\x03'_press
1747434616.015064,\x03_release
1747434616.1109285,'\x03'_press
1747434616.2007754,\x03_release
1747434616.274239,'\x03'_press
1747434616.354335,\x03_release
1747434616.4343286,'\x03'_press
1747434616.5048108,\x03_release
1747434616.5990465,'\x03'_press
1747434616.672725,\x03_release
1747434617.0367541,ctrl_l_release
1747434617.5337472,ctrl_l_press
1747434617.8291018,'\x03'_press
1747434617.9671993,\x03_release
1747434618.5033813,'\x03'_press
1747434618.62593,\x03_release
1747434618.645258,ctrl_l_release
1747434620.0943012,ctrl_l_press
1747434620.3055058,'\x03'_press
1747434620.4385295,\x03_release
1747434620.6020467,'\x03'_press
1747434620.7035055,\x03_release
1747434620.786853,ctrl_l_release
